Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
9054,All Causes,All causes,Montana,8.265,8441
9055,All Causes,All causes,Nebraska,15.174,7966
9056,All Causes,All causes,Nevada,16.285,9235
9057,All Causes,All causes,New Hampshire,9.815,8093
9058,All Causes,All causes,New Jersey,74.71,8403
9059,All Causes,All causes,New Mexico,14.129,8295
9060,All Causes,All causes,New York,159.24,8066
9061,All Causes,All causes,North Carolina,70.934,9171
9062,All Causes,All causes,North Dakota,6.048,7802
9063,All Causes,All causes,Ohio,108.027,9124
9064,All Causes,All causes,Oklahoma,34.682,9685
9065,All Causes,All causes,Oregon,30.158,8305
9066,All Causes,All causes,Pennsylvania,129.729,8785
9067,All Causes,All causes,Rhode Island,10.021,8169
9068,All Causes,All causes,South Carolina,36.612,9496
9069,All Causes,All causes,South Dakota,6.923,7900
9070,All Causes,All causes,Tennessee,55.151,9795
9071,All Causes,All causes,Texas,152.779,8889
9072,All Causes,All causes,Utah,12.662,7852
9073,All Causes,All causes,Vermont,5.201,8196
9074,All Causes,All causes,Virginia,56.28,8699
9075,All Causes,All causes,Washington,44.642,7994
9076,All Causes,All causes,West Virginia,20.967,
9077,All Causes,All causes,Wisconsin,46.628,8125
9078,All Causes,All causes,Wyoming,4.029,8588
9079,Alzheimer's disease (G30),Alzheimer's disease,Alabama,1.103,251
9080,Alzheimer's disease (G30),Alzheimer's disease,Alaska,44,189
9081,Alzheimer's disease (G30),Alzheimer's disease,Arizona,1.108,227
9082,Alzheimer's disease (G30),Alzheimer's disease,Arkansas,452,153
9083,Alzheimer's disease (G30),Alzheimer's disease,California,4.935,172
9084,Alzheimer's disease (G30),Alzheimer's disease,Colorado,852,264
9085,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,573,140
9086,Alzheimer's disease (G30),Alzheimer's disease,Delaware,135,180
9087,Alzheimer's disease (G30),Alzheimer's disease,District of Columbia,99,175
9088,Alzheimer's disease (G30),Alzheimer's disease,Florida,3.643,164
9089,Alzheimer's disease (G30),Alzheimer's disease,Georgia,1.419,241
9090,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,122,98
9091,Alzheimer's disease (G30),Alzheimer's disease,Idaho,294,247
9092,Alzheimer's disease (G30),Alzheimer's disease,Illinois,2.163,175
9093,Alzheimer's disease (G30),Alzheimer's disease,Indiana,1.231,205
9094,Alzheimer's disease (G30),Alzheimer's disease,Iowa,863,218
9095,Alzheimer's disease (G30),Alzheimer's disease,Kansas,642,205
9096,Alzheimer's disease (G30),Alzheimer's disease,Kentucky,966,251
9097,Alzheimer's disease (G30),Alzheimer's disease,Louisiana,957,246
9098,Alzheimer's disease (G30),Alzheimer's disease,Maine,471,313
9099,Alzheimer's disease (G30),Alzheimer's disease,Maryland,948,205
9100,Alzheimer's disease (G30),Alzheimer's disease,Massachusetts,1.533,209
9101,Alzheimer's disease (G30),Alzheimer's disease,Michigan,1.803,188
9102,Alzheimer's disease (G30),Alzheimer's disease,Minnesota,1.173,221
9103,Alzheimer's disease (G30),Alzheimer's disease,Mississippi,449,168
9104,Alzheimer's disease (G30),Alzheimer's disease,Missouri,1.106,178
9105,Alzheimer's disease (G30),Alzheimer's disease,Montana,249,249
9106,Alzheimer's disease (G30),Alzheimer's disease,Nebraska,430,210
9107,Alzheimer's disease (G30),Alzheimer's disease,Nevada,211,149
9108,Alzheimer's disease (G30),Alzheimer's disease,New Hampshire,305,256
9109,Alzheimer's disease (G30),Alzheimer's disease,New Jersey,1.376,153
9110,Alzheimer's disease (G30),Alzheimer's disease,New Mexico,297,186
9111,Alzheimer's disease (G30),Alzheimer's disease,New York,1.705,85
9112,Alzheimer's disease (G30),Alzheimer's disease,North Carolina,1.786,246
9113,Alzheimer's disease (G30),Alzheimer's disease,North Dakota,224,255
9114,Alzheimer's disease (G30),Alzheimer's disease,Ohio,2.367,200
9115,Alzheimer's disease (G30),Alzheimer's disease,Oklahoma,682,190
9116,Alzheimer's disease (G30),Alzheimer's disease,Oregon,1.03,276
9117,Alzheimer's disease (G30),Alzheimer's disease,Pennsylvania,2.753,176
9118,Alzheimer's disease (G30),Alzheimer's disease,Rhode Island,251,188
9119,Alzheimer's disease (G30),Alzheimer's disease,South Carolina,881,249
9120,Alzheimer's disease (G30),Alzheimer's disease,South Dakota,156,160
9121,Alzheimer's disease (G30),Alzheimer's disease,Tennessee,1.148,212
9122,Alzheimer's disease (G30),Alzheimer's disease,Texas,3.439,219
9123,Alzheimer's disease (G30),Alzheimer's disease,Utah,314,210
9124,Alzheimer's disease (G30),Alzheimer's disease,Vermont,149,233
9125,Alzheimer's disease (G30),Alzheimer's disease,Virginia,1.184,198
9126,Alzheimer's disease (G30),Alzheimer's disease,Washington,2.05,371
9127,Alzheimer's disease (G30),Alzheimer's disease,West Virginia,398,190
9128,Alzheimer's disease (G30),Alzheimer's disease,Wisconsin,1.269,211
9129,Alzheimer's disease (G30),Alzheimer's disease,Wyoming,114,254
9130,Cerebrovascular diseases (I60-I69),Stroke,Alabama,2.998,669
9131,Cerebrovascular diseases (I60-I69),Stroke,Alaska,158,579
9132,Cerebrovascular diseases (I60-I69),Stroke,Arizona,2.48,490
9133,Cerebrovascular diseases (I60-I69),Stroke,Arkansas,2.256,768
9134,Cerebrovascular diseases (I60-I69),Stroke,California,18.088,621
9135,Cerebrovascular diseases (I60-I69),Stroke,Colorado,1.825,547
9136,Cerebrovascular diseases (I60-I69),Stroke,Connecticut,2.003,501
9137,Cerebrovascular diseases (I60-I69),Stroke,Delaware,383,501
9138,Cerebrovascular diseases (I60-I69),Stroke,District of Columbia,265,471
9139,Cerebrovascular diseases (I60-I69),Stroke,Florida,10.414,482
9140,Cerebrovascular diseases (I60-I69),Stroke,Georgia,4.312,683
9141,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,766,606
9142,Cerebrovascular diseases (I60-I69),Stroke,Idaho,781,654
9143,Cerebrovascular diseases (I60-I69),Stroke,Illinois,7.23,591
9144,Cerebrovascular diseases (I60-I69),Stroke,Indiana,3.877,643
9145,Cerebrovascular diseases (I60-I69),Stroke,Iowa,2.218,591
9146,Cerebrovascular diseases (I60-I69),Stroke,Kansas,1.848,609
9147,Cerebrovascular diseases (I60-I69),Stroke,Kentucky,2.557,652
9148,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2.638,654
9149,Cerebrovascular diseases (I60-I69),Stroke,Maine,822,552
9150,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2.882,602
9151,Cerebrovascular diseases (I60-I69),Stroke,Massachusetts,3.535,493
9152,Cerebrovascular diseases (I60-I69),Stroke,Michigan,5.701,588
9153,Cerebrovascular diseases (I60-I69),Stroke,Minnesota,2.727,528
9154,Cerebrovascular diseases (I60-I69),Stroke,Mississippi,1.935,715
9155,Cerebrovascular diseases (I60-I69),Stroke,Missouri,3.796,620
9156,Cerebrovascular diseases (I60-I69),Stroke,Montana,578,581
9157,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,1.13,575
9158,Cerebrovascular diseases (I60-I69),Stroke,Nevada,913,554
9159,Cerebrovascular diseases (I60-I69),Stroke,New Hampshire,633,529
9160,Cerebrovascular diseases (I60-I69),Stroke,New Jersey,4.007,448
9161,Cerebrovascular diseases (I60-I69),Stroke,New Mexico,824,501
9162,Cerebrovascular diseases (I60-I69),Stroke,New York,7.706,388
9163,Cerebrovascular diseases (I60-I69),Stroke,North Carolina,5.401,721
9164,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,507,608
9165,Cerebrovascular diseases (I60-I69),Stroke,Ohio,6.891,581
9166,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,2.384,664
9167,Cerebrovascular diseases (I60-I69),Stroke,Oregon,2.588,702
9168,Cerebrovascular diseases (I60-I69),Stroke,Pennsylvania,8.619,564
9169,Cerebrovascular diseases (I60-I69),Stroke,Rhode Island,614,482
9170,Cerebrovascular diseases (I60-I69),Stroke,South Carolina,2.832,762
9171,Cerebrovascular diseases (I60-I69),Stroke,South Dakota,490,529
9172,Cerebrovascular diseases (I60-I69),Stroke,Tennessee,4.037,731
9173,Cerebrovascular diseases (I60-I69),Stroke,Texas,10.612,650
9174,Cerebrovascular diseases (I60-I69),Stroke,Utah,870,572
9175,Cerebrovascular diseases (I60-I69),Stroke,Vermont,323,509
9176,Cerebrovascular diseases (I60-I69),Stroke,Virginia,4.129,663
9177,Cerebrovascular diseases (I60-I69),Stroke,Washington,3.765,681
9178,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1.272,601
9179,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,3.658,624
9180,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,260,567
9181,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,2.204,483
9182,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,147,499
9183,Chronic lower respiratory diseases (J40-J47),CLRD,Arizona,2.499,477
9184,Chronic lower respiratory diseases (J40-J47),CLRD,Arkansas,1.368,465
9185,Chronic lower respiratory diseases (J40-J47),CLRD,California,12.965,444
9186,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,1.836,539
9187,Chronic lower respiratory diseases (J40-J47),CLRD,Connecticut,1.486,382
9188,Chronic lower respiratory diseases (J40-J47),CLRD,Delaware,306,383
9189,Chronic lower respiratory diseases (J40-J47),CLRD,District of Columbia,150,268
9190,Chronic lower respiratory diseases (J40-J47),CLRD,Florida,8.954,412
9191,Chronic lower respiratory diseases (J40-J47),CLRD,Georgia,3.097,483
9192,Chronic lower respiratory diseases (J40-J47),CLRD,Hawaii,280,219
9193,Chronic lower respiratory diseases (J40-J47),CLRD,Idaho,581,486
9194,Chronic lower respiratory diseases (J40-J47),CLRD,Illinois,4.776,395
9195,Chronic lower respiratory diseases (J40-J47),CLRD,Indiana,3.136,521
9196,Chronic lower respiratory diseases (J40-J47),CLRD,Iowa,1.552,436
9197,Chronic lower respiratory diseases (J40-J47),CLRD,Kansas,1.444,501
9198,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,2.265,566
9199,Chronic lower respiratory diseases (J40-J47),CLRD,Louisiana,1.763,432
9200,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,800,544
9201,Chronic lower respiratory diseases (J40-J47),CLRD,Maryland,1.907,395
9202,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2.81,402
9203,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,4.148,425
9204,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,1.909,388
9205,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1.333,491
9206,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,2.882,478
9207,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,583,593
9208,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,882,466
9209,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1.136,656
9210,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,616,514
9211,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,2.911,326
9212,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,775,458
9213,Chronic lower respiratory diseases (J40-J47),CLRD,New York,6.906,350
9214,Chronic lower respiratory diseases (J40-J47),CLRD,North Carolina,3.514,456
9215,Chronic lower respiratory diseases (J40-J47),CLRD,North Dakota,308,396
9216,Chronic lower respiratory diseases (J40-J47),CLRD,Ohio,5.881,493
9217,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,1.922,533
9218,Chronic lower respiratory diseases (J40-J47),CLRD,Oregon,1.726,479
9219,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,5.845,386
9220,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,511,413
9221,Chronic lower respiratory diseases (J40-J47),CLRD,South Carolina,1.731,448
9222,Chronic lower respiratory diseases (J40-J47),CLRD,South Dakota,362,417
9223,Chronic lower respiratory diseases (J40-J47),CLRD,Tennessee,2.941,522
9224,Chronic lower respiratory diseases (J40-J47),CLRD,Texas,7.739,467
9225,Chronic lower respiratory diseases (J40-J47),CLRD,Utah,525,339
9226,Chronic lower respiratory diseases (J40-J47),CLRD,Vermont,305,485
9227,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,2.744,431
9228,Chronic lower respiratory diseases (J40-J47),CLRD,Washington,2.634,481
9229,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1.273,592
9230,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,2.375,416
9231,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,270,579
9232,Diabetes mellitus (E10-E14),Diabetes,Alabama,1.344,296
9233,Diabetes mellitus (E10-E14),Diabetes,Alaska,80,228
9234,Diabetes mellitus (E10-E14),Diabetes,Arizona,1.058,203
9235,Diabetes mellitus (E10-E14),Diabetes,Arkansas,756,260
9236,Diabetes mellitus (E10-E14),Diabetes,California,6.395,215
9237,Diabetes mellitus (E10-E14),Diabetes,Colorado,667,188
9238,Diabetes mellitus (E10-E14),Diabetes,Connecticut,759,197
9239,Diabetes mellitus (E10-E14),Diabetes,Delaware,218,275
9240,Diabetes mellitus (E10-E14),Diabetes,District of Columbia,209,374
9241,Diabetes mellitus (E10-E14),Diabetes,Florida,4.631,221
9242,Diabetes mellitus (E10-E14),Diabetes,Georgia,1.475,221
9243,Diabetes mellitus (E10-E14),Diabetes,Hawaii,173,135
9244,Diabetes mellitus (E10-E14),Diabetes,Idaho,318,264
9245,Diabetes mellitus (E10-E14),Diabetes,Illinois,3.092,255
9246,Diabetes mellitus (E10-E14),Diabetes,Indiana,1.677,277
9247,Diabetes mellitus (E10-E14),Diabetes,Iowa,709,201
9248,Diabetes mellitus (E10-E14),Diabetes,Kansas,721,252
9249,Diabetes mellitus (E10-E14),Diabetes,Kentucky,1.099,273
9250,Diabetes mellitus (E10-E14),Diabetes,Louisiana,1.734,419
9251,Diabetes mellitus (E10-E14),Diabetes,Maine,398,271
9252,Diabetes mellitus (E10-E14),Diabetes,Maryland,1.458,294
9253,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1.422,205
9254,Diabetes mellitus (E10-E14),Diabetes,Michigan,2.655,271
9255,Diabetes mellitus (E10-E14),Diabetes,Minnesota,1.213,244
9256,Diabetes mellitus (E10-E14),Diabetes,Mississippi,661,243
9257,Diabetes mellitus (E10-E14),Diabetes,Missouri,1.535,256
9258,Diabetes mellitus (E10-E14),Diabetes,Montana,229,233
9259,Diabetes mellitus (E10-E14),Diabetes,Nebraska,400,213
9260,Diabetes mellitus (E10-E14),Diabetes,Nevada,322,175
9261,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,291,239
9262,Diabetes mellitus (E10-E14),Diabetes,New Jersey,2.556,287
9263,Diabetes mellitus (E10-E14),Diabetes,New Mexico,538,315
9264,Diabetes mellitus (E10-E14),Diabetes,New York,3.844,195
9265,Diabetes mellitus (E10-E14),Diabetes,North Carolina,2.181,279
9266,Diabetes mellitus (E10-E14),Diabetes,North Dakota,196,258
9267,Diabetes mellitus (E10-E14),Diabetes,Ohio,3.75,315
9268,Diabetes mellitus (E10-E14),Diabetes,Oklahoma,1.065,297
9269,Diabetes mellitus (E10-E14),Diabetes,Oregon,1.011,280
9270,Diabetes mellitus (E10-E14),Diabetes,Pennsylvania,3.826,259
9271,Diabetes mellitus (E10-E14),Diabetes,Rhode Island,265,219
9272,Diabetes mellitus (E10-E14),Diabetes,South Carolina,1.088,277
9273,Diabetes mellitus (E10-E14),Diabetes,South Dakota,212,244
9274,Diabetes mellitus (E10-E14),Diabetes,Tennessee,1.746,307
9275,Diabetes mellitus (E10-E14),Diabetes,Texas,5.456,319
9276,Diabetes mellitus (E10-E14),Diabetes,Utah,509,322
9277,Diabetes mellitus (E10-E14),Diabetes,Vermont,155,243
9278,Diabetes mellitus (E10-E14),Diabetes,Virginia,1.613,246
9279,Diabetes mellitus (E10-E14),Diabetes,Washington,1.403,253
9280,Diabetes mellitus (E10-E14),Diabetes,West Virginia,802,377
9281,Diabetes mellitus (E10-E14),Diabetes,Wisconsin,1.337,235
9282,Diabetes mellitus (E10-E14),Diabetes,Wyoming,120,257
9283,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,13.207,2927
9284,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,603,1891
9285,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arizona,10.588,2073
9286,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arkansas,8.263,2818
9287,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,California,68.234,2336
9288,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Colorado,6.293,1833
9289,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Connecticut,8.582,2180
9290,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Delaware,2.033,2612
9291,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,District of Columbia,1.761,3128
9292,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Florida,50.629,2360
9293,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Georgia,17.478,2714
9294,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Hawaii,2.31,1817
9295,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Idaho,2.489,2070
9296,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Illinois,30.99,2538
9297,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Indiana,15.682,2598
9298,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Iowa,8.25,2251
9299,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kansas,6.716,2256
9300,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kentucky,11.808,2973
9301,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Louisiana,11.474,2826
9302,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maine,3.272,2207
9303,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maryland,12.31,2538
9304,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Massachusetts,15.144,2135
9305,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Michigan,26.896,2764
9306,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Minnesota,8.76,1720
9307,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,9.05,3335
9308,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Missouri,16.633,2734
9309,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Montana,1.97,1990
9310,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nebraska,4.15,2120
9311,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nevada,4.393,2578
9312,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Hampshire,2.835,2346
9313,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Jersey,22.704,2540
9314,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Mexico,3.423,2048
9315,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New York,56.643,2849
9316,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Carolina,18.792,2461
9317,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Dakota,1.7,2123
9318,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Ohio,32.453,2735
9319,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Oklahoma,10.84,3016
9320,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Oregon,7.075,1932
9321,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Pennsylvania,39.438,2611
9322,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Rhode Island,3.076,2443
9323,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,South Carolina,9.471,2486
9324,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,South Dakota,1.985,2199
9325,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Tennessee,15.688,2806
9326,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Texas,43.199,2591
9327,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Utah,2.896,1877
9328,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Vermont,1.429,2241
9329,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Virginia,14.913,2345
9330,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Washington,11.281,2033
9331,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,West Virginia,6.325,2988
9332,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Wisconsin,13.023,2243
9333,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Wyoming,985,2119
9334,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,1.105,249
9335,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,36,131
9336,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,1.133,226
9337,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arkansas,735,251
9338,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,8.129,281
9339,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,650,193
9340,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,854,211
9341,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,181,238
9342,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,86,153
9343,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,3.317,155
9344,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,1.515,244
9345,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,207,164
9346,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,239,199
9347,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2.659,216
9348,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,1.184,197
9349,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,877,229
9350,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,561,184
9351,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kentucky,1.114,286
9352,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Louisiana,941,237
9353,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maine,269,180
9354,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maryland,928,195
9355,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Massachusetts,1.77,244
9356,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Michigan,2.076,215
9357,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Minnesota,828,157
9358,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Mississippi,754,280
9359,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Missouri,1.604,261
9360,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Montana,193,194
9361,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nebraska,296,146
9362,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nevada,352,221
9363,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,216,180
9364,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Jersey,1.893,212
9365,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,398,243
9366,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New York,5.085,255
9367,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Carolina,1.78,241
9368,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,162,189
9369,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,2.401,203
9370,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oklahoma,913,255
9371,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,575,155
9372,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,2.735,179
9373,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,295,228
9374,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,754,205
9375,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,188,198
9376,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Tennessee,1.617,295
9377,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,3.608,222
9378,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Utah,411,272
9379,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Vermont,133,207
9380,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,1.481,241
9381,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Washington,965,174
9382,Influenza and pneumonia (J09-J18),Influenza and pneumonia,West Virginia,483,230
9383,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,1.236,208
9384,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wyoming,112,245
9385,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alabama,512,114
9386,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,102,159
9387,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arizona,767,148
9388,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arkansas,382,143
9389,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,California,2.831,85
9390,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,722,165
9391,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Connecticut,283,81
9392,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Delaware,108,135
9393,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,District of Columbia,40,65
9394,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Florida,2.314,135
9395,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Georgia,935,114
9396,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Hawaii,136,109
9397,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Idaho,210,163
9398,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Illinois,1.139,92
9399,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Indiana,715,117
9400,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Iowa,304,102
9401,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kansas,293,109
9402,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kentucky,495,121
9403,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Louisiana,493,112
9404,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Maine,161,121
9405,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Maryland,454,84
9406,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Massachusetts,426,65
9407,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Michigan,1.051,105
9408,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Minnesota,480,96
